,satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
1977,0.36263737,0.203125,0.0,0.26635513,0.125,0.0,1.0,0.0,product_mng,medium
1978,0.3846154,0.3125,0.0,0.28037384,0.125,0.0,1.0,0.0,IT,medium
1979,0.9120879,0.71875,0.6,0.78971964,0.375,0.0,1.0,0.0,RandD,medium
1980,0.010989011,0.671875,0.8,0.9579439,0.375,0.0,1.0,0.0,RandD,medium
1981,0.73626375,1.0,0.4,0.5794392,0.5,0.0,1.0,0.0,RandD,medium
1982,0.021978023,0.671875,0.8,0.7056075,0.25,0.0,1.0,0.0,RandD,medium
1983,0.37362638,0.1875,0.0,0.18691589,0.125,0.0,1.0,0.0,RandD,high
1984,0.34065935,0.203125,0.0,0.2990654,0.125,0.0,1.0,0.0,marketing,low
1985,0.021978023,0.75,1.0,1.0,0.25,0.0,1.0,0.0,sales,medium
1986,0.82417583,0.71875,0.6,0.6728972,0.375,0.0,1.0,0.0,accounting,medium
1987,0.82417583,0.75,0.6,0.6635514,0.375,0.0,1.0,0.0,support,medium
1988,0.46153846,0.375,1.0,0.6869159,0.375,0.0,1.0,0.0,technical,medium
1989,0.62637365,0.859375,0.6,0.71028036,0.25,0.0,1.0,0.0,management,low
1990,0.36263737,0.3125,0.0,0.19158879,0.125,0.0,1.0,0.0,marketing,low
1991,0.31868133,0.203125,0.0,0.27570093,0.125,0.0,1.0,0.0,marketing,low
1992,0.06593407,0.421875,1.0,0.6214953,0.125,0.0,1.0,0.0,marketing,low
1993,0.31868133,0.265625,0.0,0.20560747,0.125,0.0,1.0,0.0,sales,low
1994,0.37362638,0.28125,0.0,0.28037384,0.125,0.0,1.0,0.0,sales,low
1995,0.30769232,0.328125,0.0,0.23831776,0.125,0.0,1.0,0.0,sales,low
1996,0.021978023,0.875,1.0,0.9205608,0.25,0.0,1.0,0.0,sales,low
1997,0.35164836,0.265625,0.0,0.28504673,0.125,0.0,1.0,0.0,sales,low
1998,0.82417583,0.9375,0.4,0.7056075,0.375,0.0,1.0,0.0,sales,low
1999,0.34065935,0.234375,0.0,0.24299066,0.125,0.0,1.0,0.0,sales,low
2000,0.53846157,0.59375,0.4,0.55607474,0.125,0.0,0.0,0.0,sales,low
2001,0.8021978,0.484375,0.0,0.49532712,0.125,0.0,0.0,0.0,sales,low
2002,0.3956044,0.515625,0.6,0.45327103,0.125,0.0,0.0,0.0,sales,low
2003,0.7582418,0.71875,0.6,0.7056075,0.125,0.0,0.0,0.0,sales,low
2004,0.43956044,0.375,0.2,0.55140185,0.0,0.0,0.0,0.0,sales,low
2005,0.2967033,0.921875,0.2,0.5140187,0.25,0.0,0.0,0.0,sales,low
2006,0.4945055,0.015625,0.0,0.37383178,0.0,0.0,0.0,0.0,sales,low
2007,0.989011,0.859375,0.6,0.18691589,0.25,0.0,0.0,0.0,sales,low
2008,0.45054945,0.609375,0.8,0.1448598,0.125,0.0,0.0,0.0,sales,low
2009,0.71428573,0.4375,0.4,0.8037383,0.125,0.0,0.0,0.0,sales,low
2010,0.51648355,0.34375,0.4,0.7570093,0.125,0.0,0.0,0.0,sales,medium
2011,0.2747253,0.046875,0.0,0.18691589,0.125,0.0,0.0,0.0,sales,medium
2012,0.42857143,0.90625,0.6,0.7429907,0.5,0.0,0.0,0.0,accounting,medium
2013,0.7032967,0.40625,0.2,0.57009345,0.125,0.0,0.0,0.0,accounting,medium
2014,0.5494506,0.796875,0.2,0.8037383,0.25,0.0,0.0,0.0,accounting,medium
2015,0.7912088,0.328125,0.2,0.5981308,0.0,0.0,0.0,0.0,hr,medium
2016,0.8901099,0.46875,0.2,0.63084114,0.125,0.0,0.0,0.0,hr,medium
2017,0.35164836,0.75,0.8,0.44392523,0.5,0.0,0.0,0.0,hr,medium
2018,0.8791209,0.875,0.4,0.3224299,0.375,0.0,0.0,0.0,hr,medium
2019,0.42857143,0.75,0.4,0.72897196,0.125,0.0,0.0,0.0,technical,medium
2020,0.7692308,0.953125,0.6,0.7943925,0.0,0.0,0.0,0.0,technical,medium
2021,0.978022,0.46875,0.6,0.71028036,0.125,0.0,0.0,0.0,technical,medium
2022,0.72527474,0.53125,0.4,0.22429906,0.25,0.0,0.0,0.0,technical,high
2023,1.0,0.078125,0.4,0.36448598,0.125,0.0,0.0,0.0,technical,low
2024,0.16483517,0.71875,0.6,0.38785046,0.5,0.0,0.0,0.0,technical,medium
2025,0.82417583,0.109375,0.8,0.7009346,0.25,0.0,0.0,0.0,technical,medium
2026,0.51648355,0.78125,0.4,0.4906542,0.125,1.0,0.0,0.0,technical,medium
2027,0.9120879,0.890625,0.4,0.5233645,0.125,0.0,0.0,0.0,technical,medium
2028,0.5714286,0.96875,0.2,0.7990654,0.125,0.0,0.0,0.0,technical,low
2029,0.82417583,0.640625,0.4,0.7757009,0.25,0.0,0.0,0.0,technical,low
2030,0.83516484,0.359375,0.2,0.64953274,0.125,0.0,0.0,0.0,support,low
2031,0.63736266,0.328125,0.0,0.2990654,0.25,0.0,0.0,0.0,support,low
2032,0.4945055,0.90625,0.4,0.7990654,0.25,0.0,0.0,0.0,support,low
2033,0.72527474,0.3125,0.6,0.36915886,0.25,0.0,0.0,0.0,support,low
2034,0.8021978,0.671875,0.4,0.5981308,0.0,0.0,0.0,0.0,support,low
2035,0.73626375,0.375,0.4,0.37850466,0.0,0.0,0.0,0.0,support,low
2036,0.10989011,0.265625,0.8,0.44392523,0.25,0.0,0.0,0.0,support,low
2037,0.5714286,0.078125,0.2,0.19626169,0.125,0.0,0.0,0.0,support,low
2038,0.46153846,0.6875,0.2,0.57009345,0.0,1.0,0.0,0.0,support,low
2039,0.47252747,0.8125,0.2,0.38785046,0.0,1.0,0.0,0.0,support,low
2040,0.71428573,0.34375,0.2,0.6775701,0.125,0.0,0.0,0.0,support,low
2041,0.978022,0.859375,0.4,0.6728972,0.125,0.0,0.0,0.0,technical,low
2042,0.6813187,0.875,0.2,0.49532712,0.25,0.0,0.0,0.0,technical,low
2043,0.26373628,0.8125,0.8,0.76635516,0.125,0.0,0.0,0.0,technical,low
2044,0.978022,0.953125,0.2,0.46728972,0.125,0.0,0.0,0.0,management,low
2045,0.47252747,0.359375,0.0,0.37383178,0.125,1.0,0.0,0.0,IT,low
2046,0.82417583,0.453125,0.0,0.20560747,0.125,0.0,0.0,0.0,IT,low
2047,0.85714287,0.21875,0.2,0.682243,0.0,0.0,0.0,0.0,IT,low
2048,0.42857143,0.765625,0.2,0.8551402,0.25,0.0,0.0,0.0,IT,low
2049,0.53846157,0.296875,0.4,0.49532712,0.125,0.0,0.0,0.0,IT,medium
2050,0.53846157,0.75,0.6,0.6168224,0.125,0.0,0.0,0.0,product_mng,medium
2051,0.7032967,0.515625,0.4,0.3504673,0.125,0.0,0.0,0.0,product_mng,medium
2052,0.64835167,0.28125,0.4,0.26635513,0.125,0.0,0.0,0.0,product_mng,medium
2053,0.35164836,0.5,0.2,0.3224299,0.125,1.0,0.0,0.0,product_mng,medium
2054,0.83516484,0.375,0.2,0.40186915,0.125,0.0,0.0,0.0,IT,medium
2055,0.4945055,0.53125,0.6,0.6682243,0.375,0.0,0.0,0.0,RandD,medium
2056,0.7912088,0.390625,0.6,0.63084114,0.0,0.0,0.0,0.0,RandD,medium
2057,0.6703297,0.25,0.4,0.7429907,0.125,0.0,0.0,0.0,RandD,medium
2058,0.5934066,0.46875,0.4,0.6588785,0.0,1.0,0.0,0.0,RandD,medium
2059,0.64835167,0.28125,0.2,0.7242991,0.0,0.0,0.0,0.0,RandD,medium
2060,0.6703297,0.265625,0.4,0.38317758,0.0,0.0,0.0,0.0,marketing,medium
2061,0.8021978,0.453125,0.4,0.24299066,0.125,0.0,0.0,0.0,sales,high
2062,0.6923077,0.90625,0.4,0.6728972,0.25,0.0,0.0,0.0,accounting,low
2063,0.74725276,0.65625,0.2,0.80841124,0.125,0.0,0.0,0.0,support,medium
2064,0.84615386,0.859375,0.4,0.23831776,0.125,0.0,0.0,0.0,technical,medium
2065,0.06593407,0.953125,0.2,0.47663552,0.375,0.0,0.0,0.0,management,medium
2066,0.7912088,0.984375,0.6,0.21962617,0.125,0.0,0.0,0.0,marketing,medium
2067,0.9230769,0.96875,0.2,0.6635514,0.0,0.0,0.0,0.0,marketing,low
2068,0.5824176,0.59375,0.4,0.54672897,0.25,0.0,0.0,0.0,marketing,low
2069,0.48351648,0.703125,0.2,0.60747665,0.125,1.0,0.0,0.0,sales,low
2070,0.84615386,0.984375,0.2,0.3411215,0.0,1.0,0.0,0.0,sales,low
2071,0.9120879,0.453125,0.4,0.6635514,0.0,0.0,0.0,0.0,sales,low
2072,0.96703297,0.734375,0.4,0.49532712,0.125,0.0,0.0,0.0,sales,low
2073,0.32967034,0.65625,0.0,0.50934577,0.5,1.0,0.0,0.0,sales,low
2074,0.3956044,0.46875,0.2,0.07009346,0.25,0.0,0.0,0.0,sales,low
2075,0.35164836,0.171875,0.4,0.037383176,0.125,0.0,0.0,0.0,sales,low
2076,0.46153846,0.515625,0.2,0.5420561,0.125,0.0,0.0,0.0,sales,low
2077,0.71428573,0.40625,0.4,0.6542056,0.25,0.0,0.0,0.0,sales,low
2078,0.6593407,0.328125,0.6,0.6962617,0.0,1.0,0.0,0.0,sales,low
2079,0.82417583,0.4375,0.4,0.7990654,0.25,0.0,0.0,0.0,sales,low
2080,0.6593407,0.46875,0.6,0.046728972,0.375,0.0,0.0,0.0,sales,low
2081,0.9230769,0.265625,0.6,0.47663552,0.125,0.0,0.0,0.0,sales,low
2082,0.26373628,0.140625,0.8,0.6682243,0.125,0.0,0.0,0.0,sales,low
2083,0.17582418,0.453125,0.6,0.5794392,0.125,0.0,0.0,0.0,sales,low
2084,0.5934066,0.359375,0.6,0.5981308,0.125,0.0,0.0,0.0,sales,low
2085,0.7912088,0.40625,0.2,0.018691588,0.125,0.0,0.0,0.0,sales,low
2086,0.032967035,0.796875,0.4,0.69158876,0.375,0.0,0.0,0.0,sales,low
2087,0.47252747,0.46875,0.4,0.20093457,0.125,0.0,0.0,0.0,sales,low
2088,0.52747256,0.234375,0.0,0.26168224,0.0,0.0,0.0,0.0,accounting,medium
2089,0.82417583,0.34375,0.4,0.5233645,0.125,0.0,0.0,0.0,accounting,medium
2090,0.5604396,0.921875,0.6,0.50934577,0.125,0.0,0.0,0.0,accounting,medium
2091,0.7032967,0.125,0.0,0.45794392,0.5,0.0,0.0,0.0,hr,medium
2092,0.12087912,0.34375,0.2,0.52803737,0.375,0.0,0.0,0.0,hr,medium
2093,0.53846157,0.84375,0.2,0.5420561,0.125,0.0,0.0,0.0,hr,medium
2094,0.42857143,0.3125,0.0,0.25700936,0.125,0.0,0.0,0.0,hr,medium
2095,0.4945055,0.484375,0.4,0.86915886,0.5,0.0,0.0,0.0,technical,medium
2096,0.84615386,1.0,0.4,0.74766356,0.125,0.0,0.0,0.0,technical,medium
2097,0.93406594,0.734375,0.0,0.41588786,0.125,1.0,0.0,0.0,technical,medium
2098,0.73626375,0.59375,0.6,0.1682243,0.125,0.0,0.0,0.0,technical,medium
2099,0.5714286,0.921875,0.6,0.6401869,0.125,0.0,0.0,0.0,technical,medium
2100,0.51648355,0.90625,0.4,0.55607474,0.0,0.0,0.0,0.0,technical,high
2101,1.0,0.59375,0.2,0.5794392,0.25,0.0,0.0,0.0,technical,low
2102,0.06593407,0.265625,0.8,0.58878505,0.125,0.0,0.0,0.0,technical,medium
2103,0.10989011,0.34375,0.6,0.40186915,0.0,0.0,0.0,0.0,technical,medium
2104,0.08791209,0.578125,0.6,0.7570093,0.25,0.0,0.0,0.0,technical,medium
2105,0.6813187,0.328125,0.2,0.52803737,0.0,0.0,0.0,0.0,technical,medium
2106,0.84615386,0.671875,0.2,0.682243,0.0,0.0,0.0,0.0,support,low
2107,0.5494506,0.8125,0.4,0.27570093,0.125,1.0,0.0,0.0,support,low
2108,0.71428573,0.625,0.6,0.037383176,0.25,0.0,0.0,0.0,support,low
2109,0.978022,0.875,0.4,0.4906542,0.125,1.0,0.0,0.0,support,low
2110,0.9230769,0.609375,0.6,0.21962617,0.125,0.0,0.0,0.0,support,low
2111,1.0,0.875,0.6,0.30373833,0.125,1.0,0.0,0.0,support,low
2112,0.5494506,0.703125,0.4,0.48598132,0.0,0.0,0.0,0.0,support,low
2113,0.978022,0.296875,0.4,0.7429907,0.0,0.0,0.0,0.0,support,low
2114,0.2857143,0.21875,0.6,0.61214954,0.0,0.0,0.0,0.0,support,low
2115,0.36263737,0.9375,0.2,0.8130841,0.5,0.0,0.0,0.0,support,low
2116,0.5714286,0.765625,0.6,0.62616825,0.125,0.0,0.0,0.0,support,low
2117,0.7582418,0.5625,0.6,0.8130841,0.125,1.0,0.0,0.0,technical,low
2118,0.9230769,0.25,0.4,0.48598132,0.125,0.0,0.0,0.0,technical,low
2119,0.45054945,0.921875,0.6,0.5186916,0.125,0.0,0.0,0.0,technical,low
2120,0.63736266,0.234375,0.6,0.40186915,0.125,0.0,0.0,0.0,management,low
2121,0.72527474,0.765625,0.4,0.6448598,0.125,0.0,0.0,0.0,IT,low
2122,0.7692308,0.234375,0.4,0.6588785,0.0,0.0,0.0,0.0,IT,low
2123,0.82417583,0.828125,0.4,0.42523363,0.0,1.0,0.0,0.0,IT,low
2124,0.6923077,0.21875,0.2,0.75233644,0.5,0.0,0.0,0.0,IT,low
2125,0.52747256,0.1875,0.0,0.45794392,0.0,0.0,0.0,0.0,IT,low
2126,0.7032967,0.25,0.4,0.3084112,0.125,0.0,0.0,0.0,product_mng,low
2127,0.71428573,0.34375,0.4,0.24299066,0.0,0.0,0.0,0.0,product_mng,medium
2128,0.47252747,0.734375,0.4,0.53271025,0.0,0.0,0.0,0.0,product_mng,medium
2129,0.51648355,0.625,0.2,0.54672897,0.0,1.0,0.0,0.0,product_mng,medium
2130,0.73626375,0.5,0.4,0.43457943,0.0,1.0,0.0,0.0,IT,medium
2131,0.8021978,0.890625,0.4,0.41588786,0.0,0.0,0.0,0.0,RandD,medium
2132,0.73626375,0.734375,0.2,0.42056075,0.0,1.0,0.0,0.0,RandD,medium
2133,0.5824176,0.359375,0.2,0.1495327,0.125,0.0,0.0,0.0,RandD,medium
2134,0.42857143,0.6875,0.4,0.8037383,0.125,0.0,0.0,0.0,RandD,medium
2135,0.6043956,0.640625,0.2,0.54672897,0.125,1.0,0.0,0.0,RandD,medium
2136,0.71428573,0.71875,0.4,0.21495327,0.0,0.0,0.0,0.0,marketing,medium
2137,0.47252747,0.109375,0.0,0.4813084,0.0,0.0,0.0,0.0,sales,medium
2138,0.63736266,0.21875,0.4,0.28504673,0.0,0.0,0.0,0.0,accounting,medium
2139,0.6813187,0.625,0.6,0.35514018,0.0,1.0,0.0,0.0,support,high
2140,0.6923077,0.421875,0.2,0.37383178,0.125,1.0,0.0,0.0,technical,low
2141,0.26373628,0.34375,0.0,0.40654206,0.0,0.0,0.0,0.0,management,medium
2142,0.9010989,0.3125,0.4,0.8130841,0.0,0.0,0.0,0.0,marketing,medium
2143,0.8681319,0.5,0.6,0.28504673,0.25,1.0,0.0,0.0,marketing,medium
2144,0.95604396,0.375,0.4,0.41588786,0.125,0.0,0.0,0.0,marketing,medium
2145,0.96703297,0.5,0.2,0.3317757,0.125,0.0,0.0,0.0,sales,low
2146,0.1978022,0.359375,0.6,0.60747665,0.375,0.0,0.0,0.0,sales,low
2147,0.61538464,0.4375,0.2,0.59345794,0.25,0.0,0.0,0.0,sales,low
2148,0.64835167,0.578125,0.2,0.75233644,0.125,0.0,0.0,0.0,sales,low
2149,0.64835167,0.15625,0.4,0.21962617,0.125,0.0,0.0,0.0,sales,low
2150,0.6593407,0.59375,0.2,0.55607474,0.0,0.0,0.0,0.0,sales,low
2151,0.7692308,0.984375,0.2,0.45794392,0.25,0.0,0.0,0.0,sales,low
2152,0.71428573,0.875,0.6,0.45327103,0.125,0.0,0.0,0.0,sales,low
2153,0.7802198,0.734375,0.2,0.31308413,0.125,0.0,0.0,0.0,sales,low
2154,0.31868133,0.90625,0.6,0.72897196,0.375,0.0,0.0,0.0,sales,low
2155,0.18681319,0.734375,0.2,0.3364486,0.125,0.0,0.0,0.0,sales,low
2156,0.7912088,0.78125,0.2,0.63084114,0.125,0.0,0.0,0.0,sales,low
2157,0.63736266,0.28125,0.0,0.21028037,0.0,0.0,0.0,0.0,sales,low
2158,0.50549453,0.703125,0.4,0.76635516,0.0,0.0,0.0,0.0,sales,low
2159,0.85714287,0.546875,0.2,0.1682243,0.0,0.0,0.0,0.0,sales,low
2160,0.4065934,0.515625,0.0,0.29439253,0.0,0.0,0.0,0.0,sales,low
2161,0.5934066,0.328125,0.4,0.37850466,0.125,1.0,0.0,0.0,sales,low
2162,0.4945055,0.9375,0.4,0.71028036,0.125,0.0,0.0,0.0,sales,low
2163,1.0,0.203125,0.2,0.41588786,0.0,0.0,0.0,0.0,sales,low
2164,0.96703297,0.46875,0.4,0.24766356,0.0,0.0,0.0,0.0,accounting,low
2165,0.8901099,0.875,0.2,0.26168224,0.125,0.0,0.0,0.0,accounting,low
2166,0.72527474,0.53125,0.2,0.1542056,0.125,0.0,0.0,0.0,accounting,medium
2167,0.9120879,0.75,0.4,0.5233645,0.0,0.0,0.0,0.0,hr,medium
2168,0.7802198,0.90625,0.4,0.18691589,0.0,0.0,0.0,0.0,hr,medium
2169,0.52747256,0.703125,0.2,0.21495327,0.0,0.0,0.0,0.0,hr,medium
2170,0.7912088,0.90625,0.2,0.60280377,0.25,0.0,0.0,0.0,hr,medium
2171,0.6043956,0.375,0.2,0.21962617,0.125,0.0,0.0,0.0,technical,medium
2172,0.6813187,0.28125,0.4,0.55607474,0.125,0.0,0.0,0.0,technical,medium
2173,0.2857143,0.34375,0.2,0.6214953,0.5,1.0,0.0,0.0,technical,medium
2174,0.8681319,0.703125,0.6,0.45327103,0.375,0.0,0.0,0.0,technical,medium
2175,0.043956045,0.359375,0.6,0.2990654,0.375,0.0,0.0,0.0,technical,medium
2176,0.8021978,0.578125,0.4,0.46261683,0.375,1.0,0.0,0.0,technical,medium
2177,0.08791209,0.875,0.4,0.43457943,0.0,0.0,0.0,0.0,technical,medium
2178,0.13186814,0.71875,0.4,0.5186916,0.375,0.0,0.0,0.0,technical,high
2179,0.8791209,0.171875,0.4,0.056074765,0.125,0.0,0.0,0.0,technical,low
2180,0.12087912,0.5625,0.8,0.5981308,0.25,0.0,0.0,0.0,technical,medium
2181,0.989011,0.703125,0.6,0.39252338,0.125,1.0,0.0,0.0,technical,medium
2182,0.18681319,0.765625,0.8,0.26168224,0.25,0.0,0.0,0.0,support,medium
2183,0.14285715,0.265625,0.4,0.69158876,0.0,0.0,0.0,0.0,support,medium
2184,0.7692308,0.75,0.2,0.37383178,0.125,0.0,0.0,0.0,support,low
2185,0.7032967,0.671875,0.4,0.22897196,0.0,1.0,0.0,0.0,support,low
2186,0.8131868,0.28125,0.2,0.24766356,0.125,0.0,0.0,0.0,support,low
2187,0.36263737,0.28125,0.2,0.12149533,0.25,0.0,0.0,0.0,support,low
2188,0.0989011,0.6875,0.0,0.06542056,0.375,0.0,0.0,0.0,support,low
2189,0.9120879,0.859375,0.4,0.58878505,0.0,0.0,0.0,0.0,support,low
2190,0.85714287,0.25,0.2,0.6588785,0.125,0.0,0.0,0.0,support,low
2191,0.6923077,0.453125,0.4,0.5981308,0.125,0.0,0.0,0.0,support,low
2192,0.6043956,0.34375,0.6,0.088785045,0.375,0.0,0.0,0.0,support,low
2193,1.0,0.46875,0.4,0.39252338,0.125,0.0,0.0,0.0,technical,low
2194,0.8131868,0.453125,0.4,0.3084112,0.125,0.0,0.0,0.0,technical,low
2195,0.978022,0.34375,0.4,0.18691589,0.125,0.0,0.0,0.0,technical,low
2196,0.6703297,0.796875,0.2,0.76635516,0.0,0.0,0.0,0.0,management,low
2197,0.8901099,0.671875,0.4,0.25233644,0.0,0.0,0.0,0.0,IT,low
2198,0.50549453,0.984375,0.4,0.71028036,0.125,0.0,0.0,0.0,IT,low
2199,0.7582418,0.75,0.2,0.6401869,0.125,1.0,0.0,0.0,IT,low
2200,0.8791209,0.265625,0.6,0.8224299,0.125,0.0,0.0,0.0,IT,low
2201,0.08791209,0.359375,0.2,0.47196263,0.375,0.0,0.0,0.0,IT,low
2202,0.054945055,0.4375,0.6,0.317757,0.375,0.0,0.0,0.0,product_mng,low
2203,0.83516484,0.328125,0.4,0.5607477,0.0,0.0,0.0,0.0,product_mng,low
2204,0.82417583,0.671875,0.4,0.7943925,0.125,1.0,0.0,0.0,product_mng,low
2205,0.6703297,0.515625,0.2,0.028037382,0.25,1.0,0.0,0.0,product_mng,medium
2206,0.07692308,0.96875,0.6,0.8785047,0.375,0.0,0.0,0.0,IT,medium
2207,0.46153846,0.515625,0.2,0.22897196,0.0,1.0,0.0,0.0,RandD,medium
2208,0.5604396,0.828125,0.2,0.3317757,0.25,0.0,0.0,0.0,RandD,medium
2209,0.45054945,0.421875,0.2,0.35514018,0.0,0.0,0.0,0.0,RandD,medium
2210,0.37362638,0.046875,0.6,0.47663552,0.375,0.0,0.0,0.0,RandD,medium
2211,0.45054945,0.53125,0.4,0.4906542,0.25,0.0,0.0,0.0,RandD,medium
2212,0.9010989,0.828125,0.4,0.47196263,0.25,0.0,0.0,0.0,marketing,medium
2213,0.61538464,0.890625,0.4,0.8130841,0.0,0.0,0.0,0.0,sales,medium
2214,0.5494506,0.25,0.0,0.24766356,0.125,0.0,0.0,0.0,accounting,medium
2215,0.8791209,0.3125,0.2,0.74766356,0.125,0.0,0.0,0.0,support,medium
2216,0.96703297,0.375,0.2,0.3084112,0.125,0.0,0.0,0.0,technical,medium
2217,0.51648355,0.953125,0.6,0.31308413,0.0,0.0,0.0,0.0,management,high
2218,0.73626375,0.890625,0.2,0.7943925,0.125,1.0,0.0,0.0,marketing,low
2219,0.20879121,0.296875,0.4,0.5233645,0.25,0.0,0.0,0.0,marketing,medium
2220,0.72527474,0.234375,0.4,0.19626169,0.25,0.0,0.0,0.0,marketing,medium
2221,0.7582418,0.703125,0.4,0.635514,0.125,0.0,0.0,0.0,sales,medium
2222,0.18681319,0.421875,0.8,0.018691588,0.25,0.0,0.0,0.0,sales,medium
2223,0.48351648,0.5625,0.0,0.35514018,0.375,0.0,0.0,0.0,sales,low
2224,0.17582418,0.078125,0.2,0.17289719,0.5,1.0,0.0,0.0,sales,low
2225,0.8021978,0.234375,0.2,0.6448598,0.125,0.0,0.0,0.0,sales,low
2226,0.6813187,0.328125,0.0,0.40654206,0.25,0.0,0.0,0.0,sales,low
2227,0.5714286,0.921875,0.4,0.36448598,0.25,0.0,0.0,0.0,sales,low
2228,0.8791209,0.5,0.2,0.36915886,0.0,0.0,0.0,0.0,sales,low
2229,0.52747256,0.65625,0.2,0.060747664,0.125,1.0,0.0,0.0,sales,low
2230,0.9230769,0.6875,0.4,0.71028036,0.125,0.0,0.0,0.0,sales,low
2231,0.5714286,0.75,0.6,0.037383176,0.25,0.0,0.0,0.0,sales,low
2232,0.51648355,0.40625,0.2,0.27102804,0.0,0.0,0.0,0.0,sales,low
2233,0.6703297,0.828125,0.8,0.55140185,0.0,0.0,0.0,0.0,sales,low
2234,0.8901099,0.4375,0.4,0.52803737,0.25,0.0,0.0,0.0,sales,low
2235,0.06593407,0.59375,0.8,0.5420561,0.0,0.0,0.0,0.0,sales,low
2236,0.32967034,0.0,0.2,0.3364486,0.125,1.0,0.0,0.0,sales,low
2237,0.71428573,0.5625,0.4,0.37383178,0.125,0.0,0.0,0.0,sales,low
2238,0.6703297,0.390625,0.4,0.31308413,0.25,1.0,0.0,0.0,sales,low
2239,0.6923077,0.890625,0.4,0.24299066,0.0,0.0,0.0,0.0,sales,low
2240,0.5714286,0.953125,0.2,0.19158879,0.125,0.0,0.0,0.0,accounting,low
2241,0.95604396,1.0,0.6,0.3084112,0.125,0.0,0.0,0.0,accounting,low
2242,0.6703297,0.359375,0.4,0.5607477,0.125,0.0,0.0,0.0,accounting,low
2243,0.9120879,0.203125,0.2,0.6728972,0.0,0.0,0.0,0.0,hr,low
2244,0.6923077,0.3125,0.4,0.37383178,0.0,0.0,0.0,0.0,hr,medium
2245,0.48351648,0.609375,0.8,0.44859812,0.5,0.0,0.0,0.0,hr,medium
2246,0.63736266,0.765625,0.2,0.2990654,0.25,0.0,0.0,0.0,hr,medium
2247,0.7582418,0.6875,0.4,0.45794392,0.0,1.0,0.0,0.0,technical,medium
2248,0.48351648,0.609375,0.4,0.6682243,0.0,1.0,0.0,0.0,technical,medium
2249,0.8901099,0.1875,0.4,0.5046729,0.125,0.0,0.0,0.0,technical,medium
2250,0.07692308,0.84375,0.6,0.7570093,0.125,0.0,0.0,0.0,technical,medium
2251,0.5824176,0.03125,0.2,0.75233644,0.125,0.0,0.0,0.0,technical,medium
2252,0.5824176,0.96875,0.4,0.19158879,0.125,0.0,0.0,0.0,technical,medium
2253,0.14285715,0.25,0.8,0.36915886,0.25,0.0,0.0,0.0,technical,medium
2254,0.9010989,0.71875,0.2,0.40654206,0.125,0.0,0.0,0.0,technical,medium
2255,0.85714287,0.59375,0.4,0.43925235,0.25,0.0,0.0,0.0,technical,medium
2256,0.94505495,0.515625,0.2,0.60280377,0.0,0.0,0.0,0.0,technical,high
2257,0.989011,0.609375,0.2,0.55607474,0.125,0.0,0.0,0.0,technical,low
2258,0.989011,0.328125,0.2,0.37383178,0.25,1.0,0.0,0.0,support,medium
2259,0.74725276,0.984375,0.4,0.26635513,0.125,1.0,0.0,0.0,support,medium
2260,0.72527474,0.5,0.2,0.25233644,0.0,1.0,0.0,0.0,support,medium
2261,0.8131868,0.28125,0.4,0.7616823,0.375,0.0,0.0,0.0,support,medium
2262,0.5714286,0.046875,0.2,0.014018691,0.0,0.0,0.0,0.0,support,low
2263,0.9010989,0.953125,0.2,0.3317757,0.0,0.0,0.0,0.0,support,low
2264,0.41758242,0.4375,0.2,0.44859812,0.125,0.0,0.0,0.0,support,low
2265,0.74725276,0.390625,0.6,0.23364486,0.125,0.0,0.0,0.0,support,low
2266,0.50549453,0.234375,0.2,0.43925235,0.125,0.0,0.0,0.0,support,low
2267,0.25274727,0.1875,0.6,0.7009346,0.125,0.0,0.0,0.0,support,low
2268,0.95604396,0.484375,0.8,0.43925235,0.125,0.0,0.0,0.0,support,low
2269,0.6923077,0.671875,0.6,0.76635516,0.0,0.0,0.0,0.0,technical,low
2270,0.7802198,0.84375,0.4,0.18691589,0.125,0.0,0.0,0.0,technical,low
2271,0.5714286,0.296875,0.4,0.63084114,0.125,0.0,0.0,0.0,technical,low
2272,0.96703297,0.8125,0.2,0.5046729,0.0,0.0,0.0,0.0,management,low
2273,0.5934066,0.890625,0.4,0.4906542,0.125,0.0,0.0,0.0,IT,low
2274,0.9120879,0.875,0.2,0.29439253,0.125,0.0,0.0,0.0,IT,low
2275,0.93406594,0.59375,0.6,0.3504673,0.125,0.0,0.0,0.0,IT,low
2276,0.7692308,0.5625,0.8,0.6728972,0.25,0.0,0.0,0.0,IT,low
2277,0.72527474,0.578125,0.0,0.26168224,0.25,0.0,0.0,0.0,IT,low
2278,0.7582418,0.984375,0.2,0.25700936,0.125,1.0,0.0,0.0,product_mng,low
2279,0.95604396,0.140625,0.8,0.635514,0.0,1.0,0.0,0.0,product_mng,low
2280,0.61538464,0.5,0.4,0.1495327,0.375,0.0,0.0,0.0,product_mng,low
2281,0.0989011,0.90625,0.2,0.42523363,0.5,1.0,0.0,0.0,product_mng,low
2282,0.93406594,0.234375,0.2,0.2990654,0.0,0.0,0.0,0.0,IT,low
2283,0.82417583,0.671875,0.4,0.7616823,0.125,0.0,0.0,0.0,RandD,medium
2284,0.63736266,0.28125,0.0,0.18691589,0.0,0.0,0.0,0.0,RandD,medium
