,satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department
4457,0.5604396,0.75,0.0,0.58411217,0.125,0.0,0.0,0.0,accounting
4458,0.62637365,0.953125,0.2,0.7803738,0.125,0.0,0.0,0.0,accounting
4459,0.6593407,0.71875,0.4,0.8271028,0.25,0.0,0.0,0.0,hr
4460,0.15384616,0.015625,0.2,0.7056075,0.25,0.0,0.0,0.0,hr
4461,0.47252747,0.421875,0.2,0.60280377,0.125,0.0,0.0,0.0,hr
4462,0.61538464,0.78125,0.4,0.80841124,0.0,1.0,0.0,0.0,hr
4463,0.7582418,0.0625,0.8,0.36448598,0.125,0.0,0.0,0.0,technical
4464,0.5604396,0.453125,0.6,0.4906542,0.0,0.0,0.0,0.0,technical
4465,0.8901099,0.40625,0.2,0.7383177,0.125,0.0,0.0,0.0,technical
4466,0.5494506,0.921875,0.6,0.7383177,0.0,0.0,0.0,0.0,technical
4467,0.8791209,0.65625,0.2,0.41588786,0.0,1.0,0.0,0.0,technical
4468,0.95604396,0.765625,0.4,0.48598132,0.25,0.0,0.0,0.0,technical
4469,0.64835167,0.625,0.2,0.43925235,0.125,1.0,0.0,0.0,technical
4470,0.47252747,0.5625,0.0,0.2990654,0.0,0.0,0.0,0.0,technical
4471,0.64835167,0.90625,0.2,0.78504676,0.0,0.0,0.0,0.0,technical
4472,0.5604396,0.359375,0.2,0.35514018,0.125,0.0,0.0,0.0,technical
4473,0.20879121,0.734375,0.6,0.8551402,0.25,0.0,0.0,0.0,technical
4474,0.978022,0.28125,0.6,0.76635516,0.125,0.0,0.0,0.0,support
4475,0.63736266,0.25,0.4,0.7757009,0.0,0.0,0.0,0.0,support
4476,0.84615386,0.375,0.6,0.17757009,0.0,1.0,0.0,0.0,support
4477,0.8131868,0.84375,0.2,0.46261683,0.125,0.0,0.0,0.0,support
4478,0.7692308,0.78125,0.2,0.20093457,0.125,0.0,0.0,0.0,support
4479,0.4945055,0.78125,0.4,0.50934577,0.375,0.0,0.0,0.0,support
4480,0.46153846,0.78125,0.6,0.5420561,0.0,0.0,0.0,0.0,support
4481,0.72527474,0.453125,0.4,0.24299066,0.0,0.0,0.0,0.0,support
4482,0.46153846,0.484375,0.4,0.6168224,0.125,0.0,0.0,0.0,support
4483,0.7032967,0.59375,0.6,0.62616825,0.125,0.0,0.0,0.0,support
4484,0.08791209,0.0625,0.4,0.88785046,0.125,0.0,0.0,0.0,support
4485,0.8681319,0.359375,0.4,0.21495327,0.125,0.0,0.0,0.0,technical
4486,0.73626375,0.671875,0.2,0.30373833,0.125,0.0,0.0,0.0,technical
4487,0.21978022,0.640625,0.2,0.26168224,0.125,1.0,0.0,0.0,technical
4488,0.5824176,0.953125,0.4,0.7943925,0.125,0.0,0.0,0.0,management
4489,0.45054945,0.765625,0.0,0.21962617,0.125,0.0,0.0,0.0,IT
4490,0.07692308,0.453125,0.6,0.3224299,0.125,0.0,0.0,0.0,IT
4491,0.0989011,0.984375,0.4,0.5046729,0.5,0.0,0.0,0.0,IT
4492,0.84615386,0.5,0.4,0.34579438,0.0,0.0,0.0,0.0,IT
4493,0.64835167,0.25,0.6,0.5,0.125,0.0,0.0,0.0,IT
4494,0.64835167,0.765625,0.2,0.4813084,0.125,0.0,0.0,0.0,product_mng
4495,0.8791209,0.65625,0.4,0.59345794,0.125,0.0,0.0,0.0,product_mng
4496,0.84615386,0.8125,0.4,0.5794392,0.0,0.0,0.0,0.0,product_mng
4497,0.37362638,0.078125,0.4,0.43925235,0.125,0.0,0.0,0.0,product_mng
4498,0.83516484,0.34375,0.4,0.21962617,0.5,1.0,0.0,0.0,IT
4499,0.93406594,0.6875,0.6,0.07009346,0.25,0.0,0.0,1.0,RandD
4500,0.53846157,0.546875,0.4,0.22897196,0.125,1.0,0.0,1.0,RandD
4501,0.37362638,0.375,0.2,0.19626169,0.125,0.0,0.0,1.0,RandD
4502,0.6923077,0.203125,0.2,0.5,0.125,0.0,0.0,1.0,RandD
4503,0.94505495,0.9375,0.6,0.36915886,0.125,1.0,0.0,1.0,RandD
4504,0.2857143,0.484375,0.2,0.10747664,0.125,0.0,0.0,1.0,marketing
4505,0.74725276,0.671875,0.2,0.28504673,0.125,0.0,0.0,1.0,sales
4506,0.71428573,0.53125,0.6,0.18224299,0.0,0.0,0.0,1.0,accounting
4507,0.45054945,0.375,0.4,0.48598132,0.0,0.0,0.0,1.0,support
4508,0.85714287,0.3125,0.4,0.11682243,0.0,0.0,0.0,1.0,technical
4509,0.50549453,0.1875,0.2,0.3084112,0.125,0.0,0.0,1.0,management
4510,0.7802198,0.453125,0.2,0.18224299,0.125,0.0,0.0,1.0,marketing
4511,0.43956044,0.25,0.4,0.40654206,0.0,0.0,0.0,1.0,marketing
4512,0.4945055,0.875,0.4,0.6168224,0.125,0.0,0.0,1.0,marketing
4513,0.13186814,0.796875,0.4,0.24299066,0.375,0.0,0.0,0.0,sales
4514,0.74725276,0.640625,0.2,0.57476634,0.0,0.0,0.0,0.0,sales
4515,0.48351648,0.578125,0.4,0.23831776,0.125,0.0,0.0,0.0,sales
4516,0.8791209,0.203125,0.6,0.3224299,0.5,0.0,0.0,0.0,sales
4517,0.17582418,0.359375,0.4,0.57009345,0.125,1.0,0.0,0.0,sales
4518,0.48351648,0.359375,0.2,0.63084114,0.0,0.0,0.0,0.0,sales
4519,0.3846154,0.140625,0.0,0.13084112,0.125,0.0,0.0,0.0,sales
4520,0.6703297,0.125,0.0,0.1635514,0.0,0.0,0.0,0.0,sales
4521,0.4945055,0.625,0.2,0.4813084,0.25,0.0,0.0,0.0,sales
4522,0.8901099,0.3125,0.2,0.5794392,0.125,0.0,0.0,0.0,sales
4523,0.6593407,0.6875,0.6,0.55607474,0.125,0.0,0.0,0.0,sales
4524,0.7582418,0.359375,0.4,0.39252338,0.125,0.0,0.0,0.0,sales
4525,0.9010989,0.203125,0.8,0.8224299,0.5,0.0,0.0,0.0,sales
4526,0.9120879,0.390625,0.0,0.6168224,0.0,0.0,0.0,0.0,sales
4527,0.95604396,0.8125,0.2,0.3364486,0.0,0.0,0.0,0.0,sales
4528,0.7802198,0.640625,0.4,0.50934577,0.0,0.0,0.0,0.0,sales
4529,0.47252747,0.484375,0.2,0.69158876,0.125,0.0,0.0,0.0,sales
4530,0.47252747,0.953125,0.2,0.41588786,0.0,0.0,0.0,0.0,sales
4531,0.9230769,0.9375,0.6,0.18224299,0.125,1.0,0.0,0.0,sales
4532,0.8791209,0.84375,0.4,0.2990654,0.0,0.0,0.0,0.0,accounting
4533,0.8131868,0.390625,0.4,0.7757009,0.25,0.0,0.0,0.0,accounting
4534,0.6703297,0.75,0.8,0.60280377,0.5,0.0,0.0,0.0,accounting
4535,0.8791209,0.59375,0.4,0.36448598,0.0,0.0,0.0,0.0,hr
4536,0.13186814,0.015625,0.8,0.7943925,0.125,0.0,0.0,1.0,hr
4537,0.63736266,0.65625,0.4,0.6775701,0.25,0.0,0.0,1.0,hr
4538,0.7032967,0.953125,0.2,0.6962617,0.0,0.0,0.0,1.0,hr
4539,0.83516484,0.234375,0.2,0.77102804,0.25,0.0,0.0,1.0,technical
4540,0.4945055,0.765625,0.4,0.28504673,0.125,0.0,0.0,1.0,technical
4541,0.71428573,0.90625,0.2,0.88785046,0.5,0.0,0.0,1.0,technical
4542,0.6813187,0.453125,0.4,0.7803738,0.0,1.0,0.0,1.0,technical
4543,0.73626375,0.25,0.0,0.6214953,0.125,0.0,0.0,1.0,technical
4544,0.83516484,0.21875,0.4,0.29439253,0.0,0.0,0.0,1.0,technical
4545,0.8021978,0.828125,0.4,0.46728972,0.125,0.0,0.0,1.0,technical
4546,0.6813187,0.671875,0.4,0.17289719,0.125,0.0,0.0,1.0,technical
4547,0.7692308,0.453125,0.6,0.6168224,0.125,0.0,0.0,1.0,technical
4548,0.84615386,0.3125,0.4,0.7056075,0.125,0.0,0.0,1.0,technical
4549,0.8901099,0.65625,0.6,0.55607474,0.125,0.0,0.0,1.0,technical
4550,0.61538464,0.6875,0.8,0.6401869,0.125,1.0,0.0,1.0,support
4551,0.48351648,0.59375,0.6,0.6588785,0.0,0.0,0.0,1.0,support
4552,0.46153846,0.859375,0.4,0.80841124,0.375,0.0,0.0,1.0,support
4553,1.0,0.625,0.8,0.7009346,0.125,1.0,0.0,1.0,support
4554,0.9120879,0.71875,0.4,0.3364486,0.125,0.0,0.0,1.0,support
4555,1.0,0.359375,0.2,0.3364486,0.125,0.0,0.0,1.0,support
4556,0.15384616,0.484375,0.4,0.31308413,0.375,0.0,0.0,1.0,support
4557,0.47252747,0.640625,0.2,0.21495327,0.0,0.0,0.0,1.0,support
4558,0.7802198,0.734375,0.4,0.40654206,0.0,1.0,0.0,1.0,support
4559,0.5494506,0.5625,0.4,0.78504676,0.125,0.0,0.0,0.0,support
4560,0.72527474,0.296875,0.0,0.41121495,0.0,0.0,0.0,0.0,support
4561,0.989011,0.34375,0.4,0.19626169,0.125,0.0,0.0,0.0,technical
4562,0.52747256,0.625,0.2,0.46261683,0.125,0.0,0.0,0.0,technical
4563,0.85714287,0.921875,0.4,0.7242991,0.125,0.0,0.0,0.0,technical
4564,0.47252747,0.171875,0.2,0.056074765,0.375,0.0,0.0,0.0,management
4565,0.52747256,0.84375,0.2,0.22429906,0.0,0.0,0.0,0.0,IT
4566,0.25274727,0.640625,0.8,0.07476635,0.25,0.0,0.0,0.0,IT
4567,0.62637365,0.703125,0.0,0.4906542,0.125,0.0,0.0,0.0,IT
4568,0.48351648,0.6875,0.4,0.5046729,0.125,0.0,0.0,0.0,IT
4569,0.50549453,0.40625,0.6,0.60747665,0.125,0.0,0.0,0.0,IT
4570,0.62637365,0.84375,0.2,0.56542057,0.25,0.0,0.0,0.0,product_mng
4571,0.6593407,0.875,0.4,0.24766356,0.0,0.0,0.0,0.0,product_mng
4572,0.63736266,0.984375,0.6,0.6588785,0.125,0.0,0.0,0.0,product_mng
4573,0.72527474,0.015625,0.2,0.74766356,0.125,0.0,0.0,0.0,product_mng
4574,0.6703297,0.96875,0.4,0.45794392,0.0,0.0,0.0,0.0,IT
4575,0.6813187,0.59375,0.2,0.49532712,0.0,0.0,0.0,0.0,RandD
4576,0.96703297,0.375,0.6,0.17289719,0.0,0.0,0.0,0.0,RandD
4577,0.45054945,0.1875,0.2,0.7009346,0.125,0.0,0.0,0.0,RandD
4578,0.2747253,0.875,0.2,0.5140187,0.125,0.0,0.0,0.0,RandD
4579,0.63736266,0.59375,0.2,0.5046729,0.125,0.0,0.0,0.0,RandD
4580,0.7582418,0.96875,0.4,0.28504673,0.125,0.0,0.0,0.0,marketing
4581,0.47252747,0.859375,0.4,0.42523363,0.0,0.0,0.0,0.0,sales
4582,0.9010989,0.234375,0.0,0.5373832,0.0,0.0,0.0,0.0,accounting
4583,0.7692308,0.875,0.2,0.5046729,0.125,0.0,0.0,0.0,support
4584,0.8131868,0.265625,0.6,0.40186915,0.0,1.0,0.0,0.0,technical
4585,0.71428573,0.625,0.2,0.69158876,0.125,0.0,0.0,0.0,management
4586,0.74725276,0.953125,0.2,0.41121495,0.125,1.0,0.0,0.0,marketing
4587,0.43956044,0.546875,0.0,0.098130845,0.125,0.0,0.0,0.0,marketing
4588,0.93406594,0.828125,0.2,0.62616825,0.125,1.0,0.0,0.0,marketing
4589,0.989011,0.859375,0.2,0.6775701,0.0,0.0,0.0,0.0,sales
4590,0.6593407,0.75,0.2,0.61214954,0.125,1.0,0.0,0.0,sales
4591,0.8681319,0.359375,0.6,0.23831776,0.25,0.0,0.0,0.0,sales
4592,0.8791209,0.84375,0.2,0.6728972,0.125,0.0,0.0,0.0,sales
4593,0.7802198,0.34375,0.4,0.6635514,0.0,0.0,0.0,0.0,sales
4594,0.14285715,0.828125,0.4,0.7757009,0.25,0.0,0.0,0.0,sales
4595,0.85714287,0.734375,0.4,0.55607474,0.0,0.0,0.0,0.0,sales
4596,0.62637365,0.46875,0.2,0.5373832,0.25,0.0,0.0,0.0,sales
4597,0.8901099,0.5,0.2,0.28037384,0.125,1.0,0.0,0.0,sales
4598,0.94505495,0.28125,0.4,0.39252338,0.375,0.0,0.0,0.0,sales
4599,0.43956044,0.3125,0.4,0.76635516,0.5,0.0,0.0,0.0,sales
4600,0.6813187,0.5,0.4,0.6168224,0.0,0.0,0.0,0.0,sales
4601,0.12087912,0.9375,0.0,0.71495324,0.125,0.0,0.0,0.0,sales
4602,0.94505495,0.4375,0.2,0.682243,0.375,1.0,0.0,0.0,sales
4603,0.64835167,0.6875,0.0,0.7383177,0.0,1.0,0.0,0.0,sales
4604,0.9230769,0.5,0.2,0.8224299,0.0,1.0,0.0,0.0,sales
4605,0.83516484,0.328125,0.6,0.53271025,0.125,0.0,0.0,0.0,sales
4606,0.8021978,0.5,0.2,0.20560747,0.0,0.0,0.0,0.0,sales
4607,0.85714287,0.09375,0.6,0.72897196,0.375,0.0,0.0,0.0,sales
4608,0.8681319,0.75,0.2,0.7943925,0.125,0.0,0.0,0.0,accounting
4609,0.978022,0.671875,0.4,0.19626169,0.125,0.0,0.0,0.0,accounting
4610,0.8791209,0.96875,0.2,0.5794392,0.125,0.0,0.0,0.0,accounting
4611,0.9120879,0.234375,0.6,0.55140185,0.125,0.0,0.0,0.0,hr
4612,0.42857143,0.375,0.0,0.11682243,0.375,0.0,0.0,0.0,hr
4613,0.63736266,0.203125,0.4,0.46261683,0.125,0.0,0.0,0.0,hr
4614,0.82417583,0.296875,0.2,0.18224299,0.125,0.0,0.0,0.0,hr
4615,0.96703297,0.65625,0.4,0.77102804,0.0,0.0,0.0,0.0,technical
4616,0.61538464,0.265625,0.6,0.50934577,0.125,1.0,0.0,0.0,technical
4617,0.7692308,0.796875,0.6,0.6728972,0.0,1.0,0.0,0.0,technical
4618,0.72527474,0.609375,0.0,0.21028037,0.25,0.0,0.0,0.0,technical
4619,0.6593407,0.4375,0.4,0.48598132,0.125,0.0,0.0,0.0,technical
4620,0.83516484,0.375,0.4,0.75233644,0.125,0.0,0.0,0.0,technical
4621,0.2747253,0.078125,0.0,0.21028037,0.125,0.0,0.0,0.0,technical
4622,0.96703297,0.5,0.2,0.41588786,0.0,0.0,0.0,0.0,technical
4623,0.32967034,0.984375,0.8,0.64953274,0.5,0.0,0.0,0.0,technical
4624,0.4945055,0.703125,0.4,0.78504676,0.25,0.0,0.0,0.0,technical
4625,0.7582418,0.484375,0.4,0.76635516,0.125,0.0,0.0,0.0,technical
4626,0.43956044,0.671875,0.4,0.2897196,0.125,0.0,0.0,0.0,support
4627,0.08791209,0.734375,0.8,0.46261683,0.375,0.0,0.0,0.0,support
4628,0.978022,0.703125,0.2,0.39252338,0.0,1.0,0.0,0.0,support
4629,0.8901099,1.0,0.0,0.08411215,0.375,0.0,0.0,0.0,support
4630,0.16483517,0.828125,0.6,0.6168224,0.25,1.0,0.0,0.0,support
4631,0.9120879,0.671875,0.6,0.6869159,0.125,1.0,0.0,0.0,support
4632,0.2967033,0.5625,0.2,0.38785046,0.125,0.0,0.0,0.0,support
4633,0.10989011,0.625,0.0,0.2897196,0.125,0.0,0.0,0.0,support
4634,0.72527474,0.625,0.4,0.7383177,0.25,0.0,0.0,0.0,support
4635,0.9010989,0.703125,0.2,0.5794392,0.125,1.0,0.0,0.0,support
4636,0.6923077,0.921875,0.6,0.3504673,0.125,0.0,0.0,0.0,support
4637,0.5824176,0.4375,0.4,0.21495327,0.0,0.0,0.0,0.0,technical
4638,0.96703297,0.609375,0.2,0.6775701,0.0,0.0,0.0,0.0,technical
4639,0.6593407,0.4375,0.2,0.8364486,0.125,0.0,0.0,0.0,technical
4640,0.978022,0.3125,0.2,0.28504673,0.0,0.0,0.0,0.0,management
4641,0.5824176,0.265625,0.6,0.3411215,0.125,0.0,0.0,0.0,IT
4642,0.5494506,0.71875,0.0,0.6401869,0.0,0.0,0.0,0.0,IT
4643,0.7032967,0.96875,0.4,0.2990654,0.125,0.0,0.0,0.0,IT
4644,0.6813187,0.671875,0.2,0.43457943,0.125,0.0,0.0,0.0,IT
4645,0.83516484,0.34375,0.4,0.8271028,0.25,0.0,0.0,0.0,IT
4646,0.7802198,0.90625,0.4,0.21028037,0.125,1.0,0.0,0.0,product_mng
4647,0.42857143,0.03125,0.2,0.17757009,0.125,0.0,0.0,0.0,product_mng
4648,0.6043956,0.0625,0.2,0.71028036,0.125,0.0,0.0,0.0,product_mng
4649,0.10989011,0.4375,0.8,0.58878505,0.375,0.0,0.0,0.0,product_mng
4650,0.8021978,0.515625,0.6,0.57476634,0.125,0.0,0.0,0.0,IT
4651,0.989011,0.9375,0.4,0.49532712,0.125,0.0,0.0,0.0,RandD
4652,0.3956044,0.34375,0.2,0.48598132,0.0,0.0,0.0,0.0,RandD
4653,0.8791209,0.828125,0.2,0.19626169,0.0,0.0,0.0,0.0,RandD
4654,0.72527474,0.65625,0.4,0.2897196,0.375,1.0,0.0,0.0,RandD
4655,0.7802198,0.78125,0.2,0.18691589,0.0,0.0,0.0,0.0,RandD
4656,0.7582418,0.203125,0.4,0.58878505,0.0,0.0,0.0,0.0,marketing
4657,0.94505495,0.625,0.2,0.6542056,0.0,1.0,0.0,0.0,sales
4658,0.64835167,0.484375,0.4,0.18224299,0.0,0.0,0.0,0.0,accounting
4659,0.8021978,0.953125,0.6,0.64953274,0.125,0.0,0.0,0.0,support
4660,0.8901099,0.515625,0.4,0.8317757,0.0,0.0,0.0,0.0,technical
4661,0.5494506,0.984375,0.2,0.64953274,0.0,0.0,0.0,0.0,management
4662,0.62637365,0.328125,0.2,0.3411215,0.25,1.0,0.0,0.0,marketing
4663,0.5934066,0.3125,0.6,0.88785046,0.25,0.0,0.0,0.0,marketing
4664,0.7032967,0.65625,0.2,0.3271028,0.0,0.0,0.0,0.0,marketing
4665,0.5934066,0.890625,0.2,0.6542056,0.25,0.0,0.0,0.0,sales
4666,0.85714287,0.40625,0.6,0.47196263,0.0,0.0,0.0,0.0,sales
4667,0.5824176,0.796875,0.8,0.3411215,0.0,1.0,0.0,0.0,sales
4668,0.48351648,0.84375,0.2,0.53271025,0.125,0.0,0.0,0.0,sales
4669,0.93406594,0.734375,0.4,0.28037384,0.0,0.0,0.0,0.0,sales
4670,0.93406594,0.296875,0.6,0.63084114,0.0,0.0,0.0,0.0,sales
4671,0.50549453,0.4375,0.2,0.023364486,0.0,1.0,0.0,0.0,sales
4672,0.53846157,0.5625,0.4,0.7616823,0.125,0.0,0.0,0.0,sales
4673,0.978022,0.8125,0.6,0.5,0.375,1.0,0.0,0.0,sales
4674,0.71428573,0.625,0.6,0.7429907,0.25,0.0,0.0,0.0,sales
4675,0.61538464,0.1875,0.2,0.1635514,0.125,1.0,0.0,0.0,sales
4676,0.96703297,0.671875,0.0,0.8224299,0.0,0.0,0.0,0.0,sales
4677,0.53846157,0.609375,0.4,0.73364484,0.0,0.0,0.0,0.0,sales
4678,0.43956044,0.640625,0.0,0.7383177,0.0,0.0,0.0,0.0,sales
4679,0.6593407,0.96875,0.2,0.55140185,0.0,0.0,0.0,0.0,sales
4680,0.50549453,0.203125,0.6,0.46261683,0.125,0.0,0.0,0.0,sales
4681,0.61538464,0.828125,0.4,0.6728972,0.125,0.0,0.0,0.0,sales
4682,0.85714287,0.203125,0.4,0.24766356,0.0,0.0,0.0,0.0,sales
4683,0.032967035,0.53125,0.4,0.8411215,0.25,0.0,0.0,0.0,sales
4684,0.61538464,0.75,0.4,0.7056075,0.25,0.0,0.0,0.0,accounting
4685,0.15384616,0.46875,0.4,0.5420561,0.25,1.0,0.0,0.0,accounting
4686,0.5824176,0.640625,0.4,0.74766356,0.125,0.0,0.0,0.0,accounting
4687,0.84615386,0.5625,0.4,0.38317758,0.0,0.0,0.0,0.0,hr
4688,0.83516484,0.375,0.4,0.7429907,0.25,0.0,0.0,0.0,hr
4689,0.71428573,0.625,0.2,0.5981308,0.0,0.0,0.0,0.0,hr
4690,0.48351648,0.625,0.0,0.5046729,0.25,0.0,0.0,0.0,hr
4691,0.989011,0.125,0.8,0.037383176,0.5,0.0,0.0,0.0,technical
4692,0.42857143,0.703125,0.6,0.07943925,0.125,0.0,0.0,0.0,technical
4693,0.6923077,0.59375,0.2,0.6869159,0.0,0.0,0.0,0.0,technical
4694,0.73626375,0.5625,0.2,0.682243,0.375,1.0,0.0,0.0,technical
4695,0.35164836,0.53125,0.4,0.37850466,0.125,0.0,0.0,0.0,technical
4696,0.83516484,0.8125,0.2,0.64953274,0.0,0.0,0.0,0.0,technical
4697,0.5824176,0.203125,0.4,0.36915886,0.125,0.0,0.0,0.0,technical
4698,0.07692308,0.65625,0.4,0.8598131,0.5,0.0,0.0,0.0,technical
4699,0.53846157,0.390625,0.2,0.50934577,0.0,0.0,0.0,0.0,technical
4700,0.7032967,0.921875,0.4,0.6869159,0.125,0.0,0.0,0.0,technical
4701,0.20879121,0.625,0.2,0.25233644,0.0,0.0,0.0,0.0,technical
4702,0.74725276,0.390625,0.4,0.38317758,0.0,1.0,0.0,0.0,support
4703,0.83516484,0.78125,0.2,0.63084114,0.125,0.0,0.0,0.0,support
4704,0.51648355,0.625,0.2,0.17757009,0.0,0.0,0.0,0.0,support
4705,0.7912088,1.0,0.6,0.21962617,0.0,0.0,0.0,0.0,support
4706,0.8131868,0.796875,0.2,0.28037384,0.125,0.0,0.0,0.0,support
4707,0.43956044,0.1875,0.4,0.71495324,0.125,0.0,0.0,0.0,support
4708,0.7912088,0.953125,0.2,0.7056075,0.125,0.0,0.0,0.0,support
4709,0.51648355,0.875,0.6,0.58878505,0.25,0.0,0.0,0.0,support
4710,0.74725276,0.734375,0.2,0.2990654,0.125,0.0,0.0,0.0,support
4711,0.7032967,0.21875,0.4,0.5981308,0.25,1.0,0.0,0.0,support
4712,0.94505495,0.5625,0.4,0.64953274,0.0,0.0,0.0,0.0,support
4713,0.6593407,0.5,0.6,0.3317757,0.125,0.0,0.0,0.0,technical
4714,0.7692308,0.828125,0.2,0.037383176,0.25,0.0,0.0,0.0,technical
4715,0.5934066,0.328125,0.6,0.2990654,0.0,0.0,0.0,0.0,technical
4716,0.7802198,0.671875,0.4,0.3364486,0.125,0.0,0.0,0.0,management
4717,0.6043956,0.390625,0.0,0.26635513,0.0,0.0,0.0,0.0,IT
4718,0.9120879,0.84375,0.4,0.71495324,0.125,0.0,0.0,0.0,IT
4719,0.95604396,0.609375,0.4,0.37850466,0.0,0.0,0.0,0.0,IT
4720,0.51648355,0.765625,0.2,0.60280377,0.125,0.0,0.0,0.0,IT
4721,0.30769232,0.390625,0.2,0.42056075,0.0,0.0,0.0,0.0,IT
4722,0.45054945,0.71875,0.2,0.17289719,0.0,1.0,0.0,0.0,product_mng
4723,0.43956044,0.34375,0.4,0.54672897,0.25,1.0,0.0,0.0,product_mng
4724,1.0,0.578125,0.2,0.6962617,0.0,1.0,0.0,0.0,product_mng
4725,0.8021978,0.609375,0.6,0.2990654,0.125,1.0,0.0,0.0,product_mng
4726,0.47252747,0.28125,0.4,0.5420561,0.125,0.0,0.0,0.0,IT
4727,0.73626375,0.9375,0.4,0.18224299,0.125,1.0,0.0,1.0,RandD
4728,0.12087912,0.265625,0.2,0.24766356,0.25,0.0,0.0,1.0,RandD
4729,0.5604396,0.84375,0.4,0.38317758,0.125,0.0,0.0,1.0,RandD
4730,0.6593407,0.84375,0.8,0.5981308,0.25,0.0,0.0,1.0,RandD
4731,0.9230769,0.234375,0.2,0.46728972,0.0,0.0,0.0,1.0,RandD
4732,0.6703297,0.4375,0.4,0.38317758,0.125,1.0,0.0,1.0,marketing
4733,0.51648355,0.28125,0.4,0.44392523,0.0,1.0,0.0,1.0,sales
4734,0.96703297,0.390625,0.4,0.3317757,0.125,0.0,0.0,1.0,accounting
4735,0.16483517,0.453125,0.8,0.8364486,0.375,1.0,0.0,1.0,support
4736,0.8131868,0.859375,0.2,0.3364486,0.125,0.0,0.0,1.0,technical
4737,0.50549453,0.765625,0.2,0.26168224,0.0,0.0,0.0,1.0,management
4738,0.64835167,0.984375,0.2,0.7803738,0.125,1.0,0.0,1.0,marketing
4739,0.42857143,0.265625,0.2,0.07943925,0.25,0.0,0.0,0.0,marketing
4740,0.72527474,0.921875,0.2,0.73364484,0.125,0.0,0.0,0.0,marketing
4741,0.5714286,0.21875,0.4,0.817757,0.125,1.0,0.0,0.0,sales
4742,0.45054945,0.59375,0.4,0.3224299,0.0,1.0,0.0,0.0,sales
4743,0.7582418,0.28125,0.6,0.75233644,0.125,0.0,0.0,0.0,sales
4744,0.5714286,0.5,0.4,0.69158876,0.125,0.0,0.0,0.0,sales
4745,0.42857143,0.21875,0.4,0.38785046,0.125,0.0,0.0,0.0,sales
4746,0.9230769,0.875,0.2,0.71028036,0.0,0.0,0.0,0.0,sales
4747,0.7582418,0.34375,0.2,0.5981308,0.0,0.0,0.0,0.0,sales
4748,0.9120879,0.984375,0.6,0.6542056,0.25,0.0,0.0,0.0,sales
4749,0.6813187,0.96875,0.6,0.54672897,0.125,0.0,0.0,0.0,sales
4750,0.06593407,0.09375,0.4,0.6635514,0.125,0.0,0.0,0.0,sales
4751,0.054945055,0.734375,0.6,0.26635513,0.375,1.0,0.0,0.0,sales
4752,0.51648355,0.5625,0.4,0.7056075,0.0,0.0,0.0,0.0,sales
4753,1.0,0.75,0.2,0.27102804,0.125,0.0,0.0,0.0,sales
4754,0.74725276,0.71875,0.2,0.23831776,0.25,0.0,0.0,0.0,sales
4755,0.84615386,0.46875,0.2,0.25233644,0.0,0.0,0.0,0.0,sales
4756,0.8681319,0.921875,0.2,0.19158879,0.125,0.0,0.0,0.0,sales
4757,0.83516484,0.75,0.6,0.38785046,0.125,0.0,0.0,0.0,sales
4758,0.94505495,0.3125,0.6,0.45794392,0.0,0.0,0.0,0.0,sales
4759,0.61538464,0.453125,0.4,0.5981308,0.125,0.0,0.0,0.0,sales
4760,0.6703297,0.296875,0.2,0.73364484,0.0,1.0,0.0,0.0,accounting
4761,0.5604396,0.296875,0.2,0.37850466,0.125,1.0,0.0,0.0,accounting
4762,0.82417583,0.734375,0.2,0.55607474,0.125,0.0,0.0,0.0,accounting
4763,0.15384616,0.359375,0.6,0.6962617,0.375,0.0,0.0,0.0,hr
4764,0.8791209,0.609375,0.2,0.17757009,0.125,0.0,0.0,0.0,hr
4765,0.978022,0.859375,0.4,0.8271028,0.0,0.0,0.0,0.0,hr
4766,0.8681319,0.734375,0.4,0.31308413,0.125,0.0,0.0,0.0,hr
4767,0.85714287,0.25,0.2,0.26168224,0.25,0.0,0.0,0.0,technical
4768,0.9230769,0.9375,0.2,0.8037383,0.25,0.0,0.0,0.0,technical
4769,0.043956045,0.921875,0.6,0.24766356,0.0,0.0,0.0,0.0,technical
4770,0.989011,0.3125,0.8,0.1495327,0.25,0.0,0.0,0.0,technical
4771,0.47252747,0.234375,0.2,0.57009345,0.0,1.0,0.0,0.0,technical
4772,0.53846157,0.96875,0.2,0.23364486,0.125,0.0,0.0,0.0,technical
4773,0.83516484,0.328125,0.6,0.43925235,0.0,1.0,0.0,0.0,technical
4774,0.35164836,0.359375,0.0,0.40186915,0.125,0.0,0.0,0.0,technical
4775,1.0,0.6875,0.6,0.3084112,0.125,1.0,0.0,0.0,technical
4776,0.5934066,0.4375,0.2,0.6869159,0.125,0.0,0.0,0.0,technical
4777,0.5934066,0.34375,0.4,0.21028037,0.125,1.0,0.0,0.0,technical
4778,0.5934066,0.84375,0.2,0.21495327,0.125,0.0,0.0,0.0,support
4779,0.5494506,0.40625,0.2,0.5,0.25,0.0,0.0,0.0,support
4780,0.8681319,0.640625,0.4,0.3364486,0.25,0.0,0.0,0.0,support
4781,0.6923077,0.53125,0.2,0.24766356,0.125,0.0,0.0,0.0,support
